node_id,lon,lat,2026-05-05 23:00:00,2026-05-05 22:00:00,2026-05-05 21:00:00,2026-05-05 20:00:00,2026-05-05 19:00:00,2026-05-05 18:00:00,2026-05-05 17:00:00,2026-05-05 16:00:00,2026-05-05 15:00:00,2026-05-05 14:00:00,2026-05-05 13:00:00,2026-05-05 12:00:00,2026-05-05 11:00:00,2026-05-05 10:00:00,2026-05-05 09:00:00,2026-05-05 08:00:00,2026-05-05 07:00:00,2026-05-05 06:00:00,2026-05-05 05:00:00,2026-05-05 04:00:00,2026-05-05 03:00:00,2026-05-05 02:00:00,2026-05-05 00:00:00
ADLNTO_NDC1,-117.43989019750109,34.549909563045524,26.88012,27.40043,28.01001,28.15642,20.47361,-0.72299,-1.71351,-1.9354,-2.01663,-1.72995,-1.56283,-1.60092,-0.4212,-0.42653,3.37345,16.12805,26.38138,28.30095,27.29078,26.25641,27.05208,27.75399,33.07045
AEC300_1_N001,-121.48,37.74,29.54754,29.97372,29.88603,30.83898,21.81735,11.33491,8.71037,3.15583,2.56201,5.3621,4.48793,7.67,12.7636,20.49829,21.33066,23.22829,28.1312,28.4393,27.35608,26.21715,27.06557,27.73462,32.32611
AERA12_7_N001,-120.860226,35.952012,25.70102,25.91377,26.64381,24.3992,5.81539,-28.14141,-25.56943,-27.21925,-23.15376,-28.6117,-25.59276,-27.61452,-12.73166,-18.89473,-19.86479,-3.11563,25.48924,27.14892,26.17532,25.09946,25.97334,26.71623,31.06139
AGER_LNODE35,-122.46414,41.8675,22.73409,33.58601,22.77854,33.74589,20.69585,35.19022,5.21476,23.81779,2.95418,36.38007,5.06385,8.25466,12.94539,38.45254,20.23293,38.04772,23.33381,23.20081,24.23305,23.21822,22.87956,28.61084,18.03442
AGNEW_1_N003,-121.84,37.51,28.12367,28.44903,29.37622,29.85188,24.55564,17.8057,14.38971,14.29044,9.92176,14.62925,15.95566,20.67714,24.90362,32.08144,34.04542,29.75712,27.81196,29.45015,28.31919,27.08355,28.00137,28.76132,33.38992
AGNEW_6_N001,-121.96760028543572,37.39141282968642,28.05652,28.38606,29.36502,29.82937,24.55564,20.0659,20.03999,22.27642,16.81453,19.46508,25.58558,30.80567,33.81506,40.05349,44.9446,39.60649,27.81724,29.38238,28.22124,26.97361,27.90159,28.65339,33.35369
AGNEW_6_N002,-121.96771400856429,37.39141282968642,28.05652,28.38606,29.36502,29.82937,24.55564,20.0659,20.03999,22.27642,16.81453,19.46508,25.58558,30.80567,33.81506,40.05349,44.9446,39.60649,27.81724,29.38238,28.22124,26.97361,27.90159,28.65339,33.35369
AIRPROD_1_N001,-119.54,36.65,26.67868,26.9213,27.62647,26.89278,15.94584,-2.62586,-3.12737,-4.93336,-4.71297,-4.62057,-3.61192,-1.73332,6.38335,9.23722,9.59911,13.74674,26.81689,28.50424,27.60638,26.38728,27.40267,27.7872,32.33928
AIRWAYS_1_N001,-119.6739507,36.77840245723695,26.60079,26.84191,27.55088,26.84073,16.08474,-2.2631,-2.82245,-4.61585,-4.4546,-4.26471,-3.43231,-1.50267,6.72337,9.72952,10.05364,13.99407,26.86176,28.54942,27.6363,26.4344,27.42694,27.80657,32.18119
AIRWAYS_1_N004,-119.67389240268692,36.77832158136724,26.66793,26.92404,27.63767,26.91952,16.07654,-2.27404,-2.84038,-4.62993,-4.46397,-4.2851,-3.45431,-1.53811,6.54796,9.65497,10.00972,13.98146,26.86176,28.54942,27.64719,26.43702,27.44313,27.80657,32.29976
AIRWAYS_1_N018,-119.67400899731308,36.77832158136724,26.60079,26.84191,27.55088,26.84073,16.08474,-2.2631,-2.82245,-4.61585,-4.4546,-4.26471,-3.43231,-1.50267,6.72337,9.72952,10.05364,13.99407,26.86176,28.54942,27.6363,26.4344,27.42694,27.80657,32.18119
ALAMITOS_2_N001,-118.100596,33.771584,26.60616,27.24985,27.74405,28.01574,19.09058,-1.20107,-1.96316,-2.1261,-2.17088,-2.14416,-1.91061,-1.37157,-0.73493,0.64117,2.43556,14.9947,25.96698,27.89435,26.91533,25.99727,26.71498,27.43298,33.21207
ALAMITOS_2_N040,-118.1,33.77,26.60616,27.24985,27.74405,28.01574,19.09058,-1.20107,-1.96316,-2.1261,-2.17088,-2.14416,-1.91061,-1.37157,-0.73493,0.64117,2.43556,14.9947,25.96698,27.89435,26.91533,25.99727,26.71498,27.43298,33.21207
ALAMT1G_7_N002,-118.10056429476926,33.77143038978412,26.60616,27.24985,27.74405,28.01574,19.09058,-1.20107,-1.96316,-2.1261,-2.17088,-2.14416,-1.91061,-1.37157,-0.73493,0.64117,2.43556,14.9947,25.96698,27.89435,26.91533,25.99727,26.71498,27.43298,33.21207
ALAMT2G_7_N002,-118.10077253262284,33.77144633917227,26.60616,27.24985,27.74405,28.01574,19.09058,-1.20107,-1.96316,-2.1261,-2.17088,-2.14416,-1.91061,-1.37157,-0.73493,0.64117,2.43556,14.9947,25.96698,27.89435,26.91533,25.99727,26.71498,27.43298,33.21207
ALAMT3G_7_N002,-118.10084659342048,33.77151196531008,26.60616,27.24985,27.74405,28.01574,19.09058,-1.20107,-1.96316,-2.1261,-2.17088,-2.14416,-1.91061,-1.37157,-0.73493,0.64117,2.43556,14.9947,25.96698,27.89435,26.91533,25.99727,26.71498,27.43298,33.21207
ALAMT4G_7_N002,-118.1008819712055,33.771597006833865,26.60616,27.24985,27.74405,28.01574,19.09058,-1.20107,-1.96316,-2.1261,-2.17088,-2.14416,-1.91061,-1.37157,-0.73493,0.64117,2.43556,14.9947,25.96698,27.89435,26.91533,25.99727,26.71498,27.43298,33.21207
ALAMT5G_7_N002,-118.1008760572907,33.771686855225234,26.60616,27.24985,27.74405,28.01574,19.09058,-1.20107,-1.96316,-2.1261,-2.17088,-2.14416,-1.91061,-1.37157,-0.73493,0.64117,2.43556,14.9947,25.96698,27.89435,26.91533,25.99727,26.71498,27.43298,33.21207
ALAMT6G_7_N002,-118.10075806084072,33.77183464117273,26.60616,27.24985,27.74405,28.01574,19.09058,-1.20107,-1.96316,-2.1261,-2.17088,-2.14416,-1.91061,-1.37157,-0.73493,0.64117,2.43556,14.9947,25.96698,27.89435,26.91533,25.99727,26.71498,27.43298,33.21207
ALHAMBRA_1_N001,-122.13031167024369,37.99408499998608,27.90612,28.1725,29.05147,29.25811,23.13702,14.91776,10.10038,11.14102,7.67507,11.63459,12.56344,16.79063,21.73237,26.84297,31.72195,24.90873,27.46619,29.20732,28.0444,26.793,27.73169,28.45414,33.0441
ALHAMBRA_1_N002,-122.13042632975632,37.99408499998608,27.90612,28.1725,29.05147,29.25811,23.13702,14.91776,10.10038,11.14102,7.67507,11.63459,12.56344,16.79063,21.73237,26.84297,31.72195,24.90873,27.46619,29.20732,28.0444,26.793,27.73169,28.45414,33.0441
ALLEGHNY_6_N001,-120.84488799308969,39.46489299998558,25.59359,24.46271,26.40024,26.32753,18.74904,7.83668,5.26721,3.47916,2.59358,5.23236,4.8048,7.87631,12.6572,18.82993,20.13122,20.53176,26.15174,28.46754,26.63239,25.33504,26.0947,27.28077,31.06797
ALMADEN_6_N001,-121.89002528823042,37.26026999998649,28.23648,28.63794,29.55539,30.17835,25.70762,16.58463,6.31338,1.02936,3.68448,10.05981,-0.59905,3.53103,10.10181,19.63385,16.77654,13.32751,27.69055,29.41344,28.30014,27.08093,28.01216,28.74471,33.5052
ALMADEN_6_N009,-121.89013871176958,37.26026999998649,28.23648,28.63794,29.55539,30.17835,25.70762,16.58463,6.31338,1.02936,3.68448,10.05981,-0.59905,3.53103,10.10181,19.63385,16.77654,13.32751,27.69055,29.41344,28.30014,27.08093,28.01216,28.74471,33.5052
ALPAUGH_1_N004,-119.4567964,35.9634105,26.65182,27.09105,27.71886,27.46835,17.82544,4.14733,1.95332,0.55967,-3.15393,-3.13663,0.03466,4.05363,10.88301,16.1425,16.9203,18.87616,26.06992,28.044,27.0432,26.02083,26.93881,27.56304,32.88272
ALPAUGH_7_N002,-119.4567964,35.9633209452724,26.65182,27.09105,27.71886,27.46835,17.82544,4.14733,1.95332,0.55967,-3.15393,-3.13663,0.03466,4.05363,10.88301,16.1425,16.9203,18.87616,26.06992,28.044,27.0432,26.02083,26.93881,27.56304,32.88272
ALPINE_6_N001,-116.7898727139108,32.82778299998866,26.39666,22.74109,22.10806,22.07011,17.35458,9.0,-1.93231,-3.35637,-2.55718,-1.9914,-1.92437,-1.53824,-0.71716,55.04,-3.54658,9.82897,25.25169,27.35786,26.38481,25.51303,26.25921,26.89887,33.06386
ALPINE_6_N005,-116.78997928608918,32.82778299998866,26.39666,22.74109,22.10806,22.07011,17.35458,9.0,-1.93231,-3.35637,-2.55718,-1.9914,-1.92437,-1.53824,-0.71716,55.04,-3.54658,9.82897,25.25169,27.35786,26.38481,25.51303,26.25921,26.89887,33.06386
ALTO_6_N001,-122.52430271885964,37.89825299998615,28.23111,28.57223,29.45741,29.56901,23.22381,14.70523,9.77984,11.13394,7.42052,11.4237,12.58147,16.79486,21.54815,26.17843,29.09248,25.03024,27.79876,29.42474,28.21036,26.88723,27.76944,28.7115,33.29441
ALTO_6_N101,-122.52441728114036,37.89825299998615,28.23111,28.57223,29.45741,29.56901,23.22381,14.70523,9.77984,11.13394,7.42052,11.4237,12.58147,16.79486,21.54815,26.17843,29.09248,25.03024,27.79876,29.42474,28.21036,26.88723,27.76944,28.7115,33.29441
ALTURAS_LNODE17,-120.53306,41.49972,22.50821,33.22297,22.45584,33.30472,20.33334,33.7928,4.61025,22.02889,2.49001,33.87634,4.31454,7.0462,10.99114,34.56182,17.72394,35.5688,22.37436,22.40326,23.43694,22.51116,22.15548,27.60909,17.46322
AMERIGAS_1_N001,-121.79,38.43,26.78342,27.0582,27.87283,28.07775,21.96533,14.28028,9.18629,11.32187,7.41119,11.13877,12.78491,16.8083,21.3796,24.56057,25.61086,23.56013,26.51599,28.21341,27.17107,25.96848,26.8687,27.5243,31.67728
AMESBS_1_N004,-122.066192,37.41751022008469,27.93297,28.23274,29.12986,29.52968,29.17,16.81743,13.88216,13.9944,10.13659,14.22048,15.71368,20.30711,24.5907,31.21941,33.56675,29.59594,27.61928,29.27791,28.15051,26.92911,27.85574,28.59527,33.26806
AMESBS_1_N101,-122.06613287861066,37.41742888994297,27.93297,28.23274,29.12986,29.52968,29.17,16.81743,13.88216,13.9944,10.13659,14.22048,15.71368,20.30711,24.5907,31.21941,33.56675,29.59594,27.61928,29.27791,28.15051,26.92911,27.85574,28.59527,33.26806
AMESDST_1_N001,-122.06625112138934,37.41742888994297,27.93297,28.23274,29.12986,29.52968,23.99879,16.81743,13.88216,13.9944,10.13659,14.22048,15.71368,20.30711,24.5907,31.21941,33.56675,29.59594,27.61928,29.27791,28.15051,26.92911,27.85574,28.59527,33.26806
AMFORST_6_N001,-120.79657754861611,38.369191999986,26.35369,26.64204,27.45569,27.37985,20.11313,8.39081,5.79327,4.18746,2.98906,5.79516,5.61395,8.95338,14.21759,20.38321,21.21188,20.77358,26.2758,27.90282,26.90173,25.82452,26.73655,27.33612,31.76621
ANAHEIM_6_N001,-117.857995,33.8531627,26.57393,27.24711,27.74125,28.01011,19.06805,-1.19674,-1.9597,-2.12432,-2.16916,-1.98629,-1.90821,-1.53321,-0.76472,0.48488,2.63372,14.97535,25.92739,27.85199,26.87997,25.96063,26.67992,27.39423,33.15937
ANAVERDE_6_N001,-118.149401,34.568588,26.42621,27.13486,27.67126,27.68503,18.79192,-1.99037,-2.59011,-2.7798,-2.57861,-2.67443,-2.499,-1.9294,-1.80302,-0.37038,0.7285,14.33522,25.83501,27.80399,26.83643,25.89519,26.61789,27.30844,33.07045
ANDERSON_6_N001,-122.305068,40.449838,26.29191,26.62562,27.3829,27.53891,21.37699,11.59485,5.57917,4.17436,2.93045,5.70705,5.57412,8.80401,13.74175,19.71917,20.59335,22.71382,26.20717,27.84635,26.91533,25.77478,26.62059,27.21712,31.5126
ANGIOLA_6_N001,-119.57137,35.992007,26.8264,27.25806,27.89523,27.60904,17.82954,4.13241,1.92871,0.54493,-3.16691,-3.16641,0.0,4.01099,10.83947,16.10162,16.9376,18.9122,26.18606,28.17953,27.16835,26.14124,27.10332,27.71248,33.05727
ANITA_6_N001,-121.91970256777768,39.81104699998532,27.17556,27.61672,28.37676,28.39005,21.54865,12.37965,8.67408,8.43963,5.88246,6.29124,6.82563,10.16774,15.32303,23.52202,24.67936,23.0982,26.50543,28.26424,27.26086,26.07318,26.96578,27.39423,31.48625
ANITA_6_N006,-121.91981943222233,39.81104699998532,27.17556,27.61672,28.37676,28.39005,21.54865,12.37965,8.67408,8.43963,5.88246,6.29124,6.82563,10.16774,15.32303,23.52202,24.67936,23.0982,26.50543,28.26424,27.26086,26.07318,26.96578,27.39423,31.48625
ANNAPOLS_6_N001,-123.311782,38.680315,43.0677,43.81557,44.13354,44.17644,35.83356,-20.91061,-13.53899,-24.01328,-17.34778,-14.2348,-28.34364,-18.45318,-30.39871,-28.15917,-34.67451,-23.79072,41.52314,44.67786,44.17042,38.69731,36.63364,37.84695,45.24786
ANTELOPE_6_N001,-119.9959597907104,35.65811699998739,26.34563,26.80358,27.4389,27.21088,17.77615,3.37128,1.60552,-0.13226,-0.67201,-0.01764,0.9165,3.46194,10.57541,15.4131,16.07288,18.35502,25.98018,27.86329,26.86636,25.81928,26.62598,27.2614,32.26682
ANTLER_6_N001,-122.379244,40.893581,26.31877,26.42849,27.17013,27.2885,21.21762,8.05871,5.50243,4.10915,2.89511,5.65028,5.50315,8.72612,13.61803,19.65713,20.50417,20.38164,26.02505,28.03553,27.0296,25.87425,26.6125,27.34442,31.71022
APPLEHL_1_N001,-120.67700082010276,38.73983594994359,26.49067,26.7543,27.52848,27.55711,20.1459,8.13697,5.63682,3.85831,2.83126,5.58971,5.24248,8.50785,13.57911,19.84732,20.73775,20.60612,26.2494,27.83505,26.8718,25.65699,26.64486,27.23096,31.68716
APPLEHL_1_N002,-120.6771159,38.73974618819719,26.49067,26.7543,27.52848,27.55711,20.1459,8.13697,5.63682,3.85831,2.83126,5.58971,5.24248,8.50785,13.57911,19.84732,20.73775,20.60612,26.2494,27.83505,26.8718,25.65699,26.64486,27.23096,31.68716
APPMAT_1_N001,-121.97994317305394,37.35999999998644,28.4594,28.76388,29.87735,30.17965,24.50226,17.39675,14.40073,14.68488,10.73344,14.72578,16.63378,21.34021,25.51862,32.19224,34.64041,30.70889,28.1023,29.83416,28.67015,27.40812,28.35196,29.18196,33.87407
APPMAT_1_N010,-121.98005682694608,37.35999999998644,28.4594,28.76388,29.87735,30.17965,24.50226,17.39675,14.40073,14.68488,10.73344,14.72578,16.63378,21.34021,25.51862,32.19224,34.64041,30.70889,28.1023,29.83416,28.67015,27.40812,28.35196,29.18196,33.87407
ARBUCKLE_6_LN001,-122.06151734734088,39.01762490998577,16.93265,16.65048,17.85545,17.77954,13.93928,7.03929,4.8677,3.85091,2.30029,5.8965,4.14555,9.13168,10.35506,14.09403,13.79479,14.67545,18.06644,18.90336,17.39936,18.62347,21.07278,21.47799,23.87674
ARBUCKLE_6_N001,-122.06163265265911,39.01762490998577,16.93265,16.65048,17.85545,17.77954,13.93928,7.03929,4.8677,3.85091,2.30029,5.8965,4.14555,9.13168,10.35506,14.09403,13.79479,14.67545,18.06644,18.90336,17.39936,18.62347,21.07278,21.47799,23.87674
ARBURUA_6_N001,-120.9238172,36.94007738,26.46112,26.76251,27.49489,26.86607,16.13236,-2.0422,-3.07456,-4.96022,-4.33602,-4.04149,-3.35341,-1.71451,6.33261,9.22512,9.46359,13.87731,26.24148,28.00729,27.00784,25.88995,26.74734,27.37486,32.03957
ARCATA_6_LN001,-124.08816631128592,40.86722276626079,28.58832,27.03629,28.34317,24.11749,21.89928,11.568,5.75066,4.31462,2.97464,5.88346,5.99805,9.59583,15.33455,21.19938,22.54525,25.25643,27.89378,31.74856,28.93949,27.47618,27.17883,28.73364,35.05645
ARCATA_6_N001,-124.08816631161255,40.86704189361579,28.58832,27.03629,28.34317,24.11749,21.89928,11.568,5.75066,4.31462,2.97464,5.88346,5.99805,9.59583,15.33455,21.19938,22.54525,25.25643,27.89378,31.74856,28.93949,27.47618,27.17883,28.73364,35.05645
ARVINED_1_N001,-118.87870286987292,35.15044599998752,26.46381,27.02261,27.65447,27.53307,18.23712,4.32382,2.39889,0.66882,-0.00596,0.38252,1.69356,4.39806,11.37048,16.58953,17.22506,19.1217,26.00921,27.87176,26.87452,25.86116,26.65295,27.36379,32.65546
ARVIN_6_N001,-118.87881313012709,35.15044599998752,26.28923,26.85833,27.49489,27.4993,18.14086,4.28306,2.36882,0.66442,-0.00813,0.3877,1.70889,4.37259,11.38983,16.66408,17.20376,19.13611,25.71359,27.62893,26.55893,25.55491,26.28618,27.00403,32.71145
ASHLAN_2_N001,-119.82749,36.79263892472445,26.41278,26.62562,27.33251,26.67052,16.26178,-1.76338,-2.70932,-4.16314,-4.09555,-3.73323,-2.82298,-0.80314,7.17741,10.35327,10.63245,14.30627,26.84064,28.55507,27.60638,26.43178,27.3784,27.79827,31.94076
ASHLAN_2_N007,-119.82743168375806,36.7925580376235,26.41278,26.62562,27.33251,26.67052,16.26178,-1.76338,-2.70932,-4.16314,-4.09555,-3.73323,-2.82298,-0.80314,7.17741,10.35327,10.63245,14.30627,26.84064,28.55507,27.60638,26.43178,27.3784,27.79827,31.94076
ASHLAN_2_N008,-119.82754831624194,36.7925580376235,26.41278,26.62562,27.33251,26.67052,16.26178,-1.76338,-2.70932,-4.16314,-4.09555,-3.73323,-2.82298,-0.80314,7.17741,10.35327,10.63245,14.30627,26.84064,28.55507,27.60638,26.43178,27.3784,27.79827,31.94076
ASH_6_N001,-117.070292,33.1365697302963,26.67062,27.48804,27.95402,28.193,20.33229,2.35352,-1.88158,-2.22305,-2.14077,-2.08129,-1.87794,-1.4337,-0.59624,0.52089,2.64684,16.66189,25.7875,27.89152,26.9235,26.04177,26.777,27.49663,33.54142
ASH_6_N005,-117.0702364310647,33.13648913483958,26.67062,27.48804,27.95402,28.193,20.33229,2.35352,-1.88158,-2.22305,-2.14077,-2.08129,-1.87794,-1.4337,-0.59624,0.52089,2.64684,16.66189,25.7875,27.89152,26.9235,26.04177,26.777,27.49663,33.54142
ASH_6_N101,-117.07034756893528,33.13648913483958,26.67062,27.48804,27.95402,28.193,20.33229,2.35352,-1.88158,-2.22305,-2.14077,-2.08129,-1.87794,-1.4337,-0.59624,0.52089,2.64684,16.66189,25.7875,27.89152,26.9235,26.04177,26.777,27.49663,33.54142
ATASCDRO_6_N001,-120.671582,35.465309,26.99024,27.65779,28.34877,28.05919,18.15417,3.126,1.19775,-0.52576,-1.02994,-0.52657,0.51277,3.03282,10.34623,15.19266,15.88732,18.81179,26.41305,28.28118,27.24725,26.17526,26.99545,27.67374,32.89589
ATWATER_1_B2,-120.6146481730584,37.35999599998639,26.47992,26.71049,27.47529,26.87034,16.77856,-0.3035,-0.89313,-2.78376,-2.83646,15.6,15.6,0.95539,8.57039,12.52206,22.95,15.45731,26.83536,28.56354,27.57373,26.41346,27.36222,27.7872,32.01981
ATWATER_1_N001,-120.6147618269416,37.35999599998639,26.47992,26.71049,27.47529,26.87034,16.77856,-0.3035,-0.89313,-2.78376,-2.83646,15.6,15.6,0.95539,8.57039,12.52206,22.95,15.45731,26.83536,28.56354,27.57373,26.41346,27.36222,27.7872,32.01981
AUBERRY_6_N001,-119.495719527536,37.06806099998665,27.08693,27.23068,28.01001,27.25576,16.40105,-1.85495,-2.70658,-4.15784,-4.10913,-3.75307,-2.978,-0.98384,7.05441,10.50718,10.92524,14.5982,26.65852,28.62284,27.64719,26.46581,27.25704,27.78167,32.83331
AUBERRY_6_N003,-119.495832472464,37.06806099998665,27.08693,27.23068,28.01001,27.25576,16.40105,-1.85495,-2.70658,-4.15784,-4.10913,-3.75307,-2.978,-0.98384,7.05441,10.50718,10.92524,14.5982,26.65852,28.62284,27.64719,26.46581,27.25704,27.78167,32.83331
AUBURN_6_N001,-121.069921,38.903397,26.54975,26.69954,27.3773,27.40517,20.02711,7.93056,5.50983,3.74626,2.72891,5.44982,5.11031,8.28604,13.12117,19.3527,20.32882,20.46929,26.22565,28.06094,26.9371,25.81928,26.66913,27.20328,31.93088
AVENA_1_N001,-121.054122,37.842208,26.97412,27.10748,27.97362,28.09742,20.09265,7.86244,5.80415,3.16106,2.55799,5.34317,4.45136,7.72648,12.80288,20.40382,21.27477,20.82365,26.54766,28.20212,27.3724,26.01821,26.89836,27.48832,32.16802
AVENGEN_7_B1,-120.11683334055562,35.9776884492561,26.72434,26.81727,27.31011,26.77186,16.38697,0.02088,-5.0,-48.87,-90.36,-99.99968,-98.62967,-70.68,-33.26,0.45884,10.94508,14.77289,26.42097,28.14282,27.4513,26.14909,27.23007,27.66267,32.90906
AVOCADO_6_N001,-117.236977,33.38472079977583,27.32597,28.21905,28.69312,28.79512,20.73168,2.46588,-1.80491,-2.17771,-2.10898,-2.00038,-1.73931,-1.34586,-0.47291,0.79362,2.97873,17.2334,26.32595,28.48448,27.46762,26.55742,27.33525,28.04457,34.32529
AVOCADO_6_N002,-117.23692120092343,33.384640100099574,27.32597,28.21905,28.69312,28.79512,20.73168,2.46588,-1.80491,-2.17771,-2.10898,-2.00038,-1.73931,-1.34586,-0.47291,0.79362,2.97873,17.2334,26.32595,28.48448,27.46762,26.55742,27.33525,28.04457,34.32529
AVOCADO_6_N009,-117.23703279907656,33.384640100099574,27.32597,28.21905,28.69312,28.79512,20.73168,2.46588,-1.80491,-2.17771,-2.10898,-2.00038,-1.73931,-1.34586,-0.47291,0.79362,2.97873,17.2334,26.32595,28.48448,27.46762,26.55742,27.33525,28.04457,34.32529
AVSOLAR_7_N007,-118.43132596892312,34.789500999987624,25.92932,26.58455,27.11694,27.13355,18.38882,-3.00935,-3.53524,-3.36224,-3.16245,-3.23785,-3.18,-3.14228,-3.70982,-3.59488,-1.66283,13.23409,25.44437,27.38328,26.4501,25.53397,26.24033,26.90717,32.42821
BAFOOD1_6_N001,-121.16,36.33,26.29728,26.47503,27.19533,24.97037,6.22503,-28.0554,-25.5105,-27.17414,-23.12448,-28.55149,-25.55244,-27.51207,-12.61796,-18.73601,-19.65452,-2.7264,26.21245,27.88305,26.90445,25.78525,26.63677,27.26417,31.77279
BAHIA_2_N001,-122.13739126700077,38.08095331088854,27.31523,27.57839,28.43275,28.63487,22.54586,14.78577,9.70907,11.89728,7.72655,11.74077,13.2149,17.38158,21.84664,25.31545,25.08113,24.1486,26.9647,28.7019,27.59549,26.3742,27.2921,27.98645,32.33599
BAHIA_2_N011,-122.13739126728416,38.08077268899996,27.31523,27.57839,28.43275,28.63487,22.54586,14.78577,9.70907,11.89728,7.72655,11.74077,13.2149,17.38158,21.84664,25.31545,25.08113,24.1486,26.9647,28.7019,27.59549,26.3742,27.2921,27.98645,32.33599
BAILYJ1_1_N010,-118.774984974663,34.776039999987624,27.18899,27.52911,28.32637,29.0895,25.55426,20.1621,13.31552,10.28891,9.29109,15.21422,10.23196,15.03371,20.14549,29.31507,28.90547,23.82974,26.80369,28.56354,27.51115,26.35064,27.24086,27.92557,32.50396
BAILYJ1_1_N011,-118.77509502533698,34.776039999987624,27.18899,27.52911,28.32637,29.0895,25.55426,20.1621,13.31552,10.28891,9.29109,15.21422,10.23196,15.03371,20.14549,29.31507,28.90547,23.82974,26.80369,28.56354,27.51115,26.35064,27.24086,27.92557,32.50396
BAIR_1_LN001,-122.2140549,37.49764234,28.12098,28.42439,29.30903,29.67036,24.00571,16.28111,12.94116,12.81949,9.319,13.4728,14.31513,18.78874,23.30834,30.03403,31.99347,28.33417,27.76709,29.44733,28.30286,27.07569,28.00946,28.76685,33.47885
BAIR_1_N001,-122.214157,37.496937,28.12098,28.42439,29.30903,29.67036,24.00571,16.28111,12.94116,12.81949,9.319,13.4728,14.31513,18.78874,23.30834,30.03403,31.99347,28.33417,27.76709,29.44733,28.30286,27.07569,28.00946,28.76685,33.47885
BAKER_1_N001,-116.064256,35.284771,26.11196,26.3354,27.02735,27.33201,19.4741,2.60787,1.3285,0.91271,-3.13496,-1.69228,-1.59515,-1.37704,-0.44826,0.34279,6.98378,17.92567,25.25697,27.82376,26.83643,25.92922,26.62868,27.13687,33.46897
